Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
simple,644622050113,644622050113100852,"Antiladrido iQ Vibe",1,0,visible,,"<details><summary>Descripción</summary><section><p>El collar antiladridos Dogtra iQ VIBE es el primer collar antiladridos que solo vibra para perros sensibles con 3 niveles de duración de vibración, ya sea larga o corta. El iQ VIBE se activa a través del sensor de reconocimiento de sonido y proporciona una vibración cuatro veces más fuerte que la vibración de un teléfono celular. El sensor distingue los ladridos de los perros de los ruidos circundantes para ayudar a eliminar los ladridos no deseados. El iQ VIBE es un receptor recargable y ultracompacto que tiene un diseño ergonómico sin puntos de contacto para perros de 10 libras o más.</p></section></details><details><summary>Garantía</summary><section><div>Un mes de garantía por defectos de fábrica. Importante el mantenimiento y manejo correcto del producto para el cuál fue diseñado. Uso del cargador debe de ser exclusivo para este producto así como le expresa el manual instrucciones. Mordeduras, cortes y golpes no serán contemplados dentro de la garantía.</div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.El producto debe estar en su estado original (caja y accesorios).<br></p><p>Se recomienda a los clientes registrar el producto en la pagina oficial de Dogtra lo más pronto posible después de hacer la compra.<strong>En caso de no registrar el producto necesitara mostrar el recibo u otra prueba de la compra para aplicar la garantía.</strong></p><p>Link para proceder con el registro de los productos: <a href=""https://dogtra.com/pages/product-registration"">https://dogtra.com/pages/product-registration</a></p></section></details>",taxable,,1,1,1,0,0,0.31,0.0,0.0,0.0,1,,,49700.00,"E-Collars, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697534881/4553234706.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697534881/4596218110.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697534881/4596219042.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697534881/4596219047.jpg",,,,,"744622020427,744622020571,744622342017",,,,,Dogtra,,,,,,,,,,,,,,,,697534881,https://www.specialk9.com/Antiladrido-iQ-Vibe-p697534881,"iQ Vibe","Descripción El collar antiladridos Dogtra iQ VIBE es el primer collar antiladridos que solo vibra para perros sensibles con 3 niveles de duración de vibración, ya sea larga o corta. El iQ VIBE se activa a través del sensor de reconocimiento de sonido y proporciona una vibración cuatro veces más…"
simple,744622050011,,"Antiladrido YS300",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar Antiladrido YS300</p><p>El Dogtra YS300 Antiladrido es una alternativa segura para detener los ladridos no deseados. El YS300 está activado por sonido de ladrido y está hecho para perros de 10 libras o más.</p><p>El sensor de reconocimiento de sonido utiliza un microprocesador para distinguir entre el ladrido del perro y el ruido ambiental circundante.<br>El Dogtra YS300 utiliza una advertencia patentada de vibración de buscapersonas no estimulante y estimulación media-baja en 1-6 niveles. Es completamente resistente al agua y viene con puntos de contacto de acero inoxidable quirúrgico de 5/8"", una batería y un cargador de carga rápida de 2 horas, una correa antimicrobiana para el collar.</p></section></details><details><summary>Garantía</summary><section><div>Un mes de garantía por defectos de fábrica. Importante el mantenimiento y manejo correcto del producto para el cuál fue diseñado. Uso del cargador debe de ser exclusivo para este producto así como le expresa el manual instrucciones. Mordeduras, cortes y golpes no serán contemplados dentro de la garantía.</div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado. El producto debe estar en su estado original (caja y accesorios).<br><br>Se recomienda a los clientes registrar el producto en la pagina oficial de Dogtra lo más pronto posible después de hacer la compra.<span style=""background-color: initial;""><strong>En caso de no registrar el producto necesitara mostrar el recibo u otra prueba de la compra para aplicar la garantía.</strong></span></p><p>Link para proceder con el registro de los productos: <a href=""https://dogtra.com/pages/product-registration"">https://dogtra.com/pages/product-registration</a></p></section></details><p><br></p>",taxable,,0,0,1,0,0,0.33,0.0,0.0,0.0,1,,,66800.00,"E-Collars, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697533494/4553236660.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697533494/4596207986.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697533494/4596206232.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697533494/4596203495.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697533494/4596207991.jpg",,,,,,,,,,Dogtra,,,,,,,,,,,,,,,,697533494,https://www.specialk9.com/Antiladrido-YS300-p697533494,YS300,"Descripción Collar Antiladrido YS300 El Dogtra YS300 Antiladrido es una alternativa segura para detener los ladridos no deseados. El YS300 está activado por sonido de ladrido y está hecho para perros de 10 libras o más. El sensor de reconocimiento de sonido utiliza un microprocesador para distinguir…"
simple,744622050097,744622050097229774,"Antiladrido YS600",1,0,visible,,"<details><summary>Descripción</summary><section><p>El collar antiladridos Dogtra YS600 ofrece la última tecnología de vanguardia con un sensor de ladridos acelerómetro de alta precisión. El indicador de ladridos persistentes alerta a los dueños de perros sobre ladridos excesivos cada vez que se apaga la unidad.<br>El YS600 viene en un diseño duradero y elegante que es más pequeño y liviano que los collares antiladridos de alta potencia anteriores.</p><p>El YS600 emite estimulación baja a alta de 1 a 10 niveles, lo que facilita encontrar la estimulación adecuada para todas las razas y temperamentos, y cuenta con una vibración de buscapersonas de alto rendimiento (HPP) no estimulante que tiene una sensación más vibrante que un tradicional buscapersonas. El YS600 es totalmente resistente al agua y está equipado con puntos de contacto mejorados de 5/8"" protegidos con plástico.</p></section></details><details><summary>Garantía</summary><section><div>Un mes de garantía por defectos de fábrica. Importante el mantenimiento y manejo correcto del producto para el cuál fue diseñado. Uso del cargador debe de ser exclusivo para este producto así como le expresa el manual instrucciones. Mordeduras, cortes y golpes no serán contemplados dentro de la garantía.</div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado. El producto debe estar en su estado original (caja y accesorios).<br></p><p>Se recomienda a los clientes registrar el producto en la pagina oficial de Dogtra lo más pronto posible después de hacer la compra.<strong>En caso de no registrar el producto necesitara mostrar el recibo u otra prueba de la compra para aplicar la garantía.</strong></p><p>Link para proceder con el registro de los productos: <a href=""https://dogtra.com/pages/product-registration"">https://dogtra.com/pages/product-registration</a></p></section></details>",taxable,,0,0,1,0,0,0.4,0.0,0.0,0.0,1,,,74900.00,"E-Collars, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697525706/4553242574.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697525706/4595236586.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697525706/4595235374.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697525706/4595235556.jpg",,,,,,,,,,Dogtra,,,,,,,,,,,,,,,,697525706,https://www.specialk9.com/Antiladrido-YS600-p697525706,YS600,"Descripción El collar antiladridos Dogtra YS600 ofrece la última tecnología de vanguardia con un sensor de ladridos acelerómetro de alta precisión. El indicador de ladridos persistentes alerta a los dueños de perros sobre ladridos excesivos cada vez que se apaga la unidad. El YS600 viene en un…"
variable,HRN,,"Arnés Nylon",-1,1,hidden,,,taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,83,,Color,"Rojo, Azul",1,0,,,,,,,,,,,,843918724,https://www.specialk9.com/Arnes-Nylon-p843918724,"Arnés Nylon",
variation,"HRN B",,"Arnés Nylon - Azul",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,HRN,,,,,,,,Color,Azul,1,0,,,,,,,,,,,,843918724,,,
variation,"HRN R",,"Arnés Nylon - Rojo",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,HRN,,,,,,,,Color,Rojo,1,0,,,,,,,,,,,,843918724,,,
variable,06345,,"Arnés Nylon Comfort Wrap para Perro Coastal Pet (16""-24"")",-1,0,hidden,,"<details><summary>Descripción</summary><section><p>El arnés de nylon Comfort Wrap de Coastal Pet está diseñado para brindar comodidad, seguridad y facilidad de uso durante los paseos diarios. Su diseño ajustable permite adaptarlo a diferentes tamaños de perro, proporcionando un ajuste firme y cómodo sin restringir el movimiento.</p><p>Cuenta con una hebilla curva de liberación rápida que facilita colocarlo y retirarlo, mientras que sus dos argollas metálicas en forma de D ofrecen mayor resistencia y control al sujetar la correa. Fabricado con nylon duradero de alta calidad, ayuda a resistir el desgaste y el deshilachado para una mayor vida útil. Además, está disponible en colores vivos y resistentes a la decoloración para mantener una apariencia atractiva por más tiempo.</p><p>Ideal para caminatas y uso diario, este arnés combina practicidad, confort y durabilidad para el manejo seguro de tu mascota.</p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Pecheras, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/843919593/5840145790.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/843919593/5840134963.webp",,,,,,,,,,,Color,"Azul, Negro",1,0,,,,,,,,,,,,843919593,https://www.specialk9.com/Arnes-Nylon-Comfort-Wrap-para-Perro-Coastal-Pet-16-24-p843919593,"Arnés Nylon Comfort Wrap para Perro Coastal Pet (16""-24"")","Descripción El arnés de nylon Comfort Wrap de Coastal Pet está diseñado para brindar comodidad, seguridad y facilidad de uso durante los paseos diarios. Su diseño ajustable permite adaptarlo a diferentes tamaños de perro, proporcionando un ajuste firme y cómodo sin restringir el movimiento. Cuenta…"
variation,"06345 BLK",,"Arnés Nylon Comfort Wrap para Perro Coastal Pet (16""-24"") - Negro",-1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,0.00,,,,,,,06345,,,,,,,,Color,Negro,1,0,,,,,,,,,,,,843919593,,,
variation,"06345 BLU",,"Arnés Nylon Comfort Wrap para Perro Coastal Pet (16""-24"") - Azul",-1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,0.00,,,,,,,06345,,,,,,,,Color,Azul,1,0,,,,,,,,,,,,843919593,,,
simple,TA1001073,,"Artículos de rastreo estándar",1,1,visible,,"<details><summary>Descripción</summary><section><div></div>Estos artículos de rastreo son perfectos para el entrenamiento de rastreo canino y el rastreo de Schutzhund. Este equipo profesional de adiestramiento canino está hecho de cuero, fieltro y madera. Los artículos cumplen con el estándar de tamaño para el rastreo en una prueba de Schutzhund.</section><section>Conjunto oficial de artículos WUSV</section><section><p>Medidas:<br>3,5 cm x 10 cm (1,4 pulgadas x 4 pulgadas)</p><p>Artículo de cuero: 5 mm de grosor.<br>Artículo de fieltro: 10 mm de grosor<br>Artículo de madera: 10 mm de grosor.</p></section><section></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div></section></details><p><br></p>",taxable,,1,2,1,0,0,1.0,0.0,0.0,0.0,1,,,15000.00,"Todos los Productos, Disciplinas",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/752789398/4934323791.jpg,,,,,,,,,10,"For Dog Trainers",,,,,,,,,,,,,,,,752789398,https://www.specialk9.com/Articulos-de-rastreo-estandar-p752789398,"Artículos de rastreo estándar","Descripción Estos artículos de rastreo son perfectos para el entrenamiento de rastreo canino y el rastreo de Schutzhund. Este equipo profesional de adiestramiento canino está hecho de cuero, fieltro y madera. Los artículos cumplen con el estándar de tamaño para el rastreo en una prueba de Schutzhund…"
variable,AL01,,"ASAT Agarre",1,0,visible,,"<details><summary>Descripción</summary><section><p>Esta faja de agarre (9"" de largo x 1"" de ancho) se coloca en el cinturón para que pueda sujetarle una correa que tiene un anillo en el mango. Esto le permite sujetar su K-9 y liberar sus manos. Se adapta a cinturones de hasta 2 ¼"" de ancho. También se puede utilizar como correa corta de manejo.</p><p>Estos nuevos cables ASAT son la próxima generación en cables K-9. Se ven y se sienten como cuero y están aprobados por la policía, el ejército y Schutzhund para uso extremo. Nunca volverás al cuero.</p><ul><li>Resistente al estiramiento</li><li>Resistente al agua, al moho y a la putrefacción</li><li>Flexible hasta -20° F</li><li>No se ve afectado por el calor hasta 300° F</li><li>La resistencia a la rotura del cable de 1/2"" es de 500 lbs.</li><li>La resistencia a la rotura del cable de 3/4"" es de 750 libras.</li><li>No requieren mantenimiento para estos cables: se limpian fácilmente con un paño húmedo</li><li>Se recomienda el uso de cables de 3/4"" durante la agitación y el trabajo de mordida.</li></ul><p>NOTA: La mayoría de las longitudes están disponibles en anchos de 1/2"" y 3/4"".</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details>",taxable,,,,,,0,0.14,0.0,0.0,0.0,1,,,,"Correas > Biothane, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4541409682.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4576386156.jpg",,,,,"AL06PL 3/4,AL0,L13 L14,L15 L18,BL001-002,L0272",,,,,"Elite K9",Largo,"9"", 1'",1,0,,Ancho,"1/2"", 3/4"", 1""",1,0,,,,,,,695799448,https://www.specialk9.com/ASAT-Agarre-p695799448,"ASAT Agarre","Descripción Esta faja de agarre (9"" de largo x 1"" de ancho) se coloca en el cinturón para que pueda sujetarle una correa que tiene un anillo en el mango. Esto le permite sujetar su K-9 y liberar sus manos. Se adapta a cinturones de hasta 2 ¼"" de ancho. También se puede utilizar como correa corta de…"
variation,AL009,,"ASAT Agarre - 9"" / 1""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,15800.00,,,,,,,AL01,,,,,,,,Largo,"9""",1,0,,Ancho,"1""",1,0,,,,,,,695799448,,,
variation,"AL01 3/4",,"ASAT Agarre - 1' / 3/4""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,15500.00,,,,,,,AL01,,,,,,,,Largo,1',1,0,,Ancho,"3/4""",1,0,,,,,,,695799448,,,
variation,"AL01 1/2",,"ASAT Agarre - 1' / 1/2""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,15500.00,,,,,,,AL01,,,,,,,,Largo,1',1,0,,Ancho,"1/2""",1,0,,,,,,,695799448,,,
variable,SS0225,,"Balde Plano con Ganchos",1,1,visible,,"<p>Estos baldes de acero inoxidable con lado plano y ganchos se cuelgan fácilmente en jaulas, cercas o paredes sin rodar ni volcarse. Están disponibles en varios tamaños para ajustarse a diferentes necesidades.</p><p>Fabricados en acero inoxidable de alta calidad, son duraderos, livianos y aptos para lavavajillas.</p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Todos los Productos, Alimentos & Suplementos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940100/5686004343.png,,,,,,,,,50,"QT Dog",Tamaño,"1 Cuarto, 2 Cuartos, 4 Cuartos, 6 Cuartos, 9 Cuartos, 13 Cuartos",1,0,,,,,,,,,,,,826940100,https://www.specialk9.com/Balde-Plano-con-Ganchos-p826940100,"Balde Plano con Ganchos","Estos baldes de acero inoxidable con lado plano y ganchos se cuelgan fácilmente en jaulas, cercas o paredes sin rodar ni volcarse. Están disponibles en varios tamaños para ajustarse a diferentes necesidades. Fabricados en acero inoxidable de alta calidad, son duraderos, livianos y aptos para…"
variation,SS022513,,"Balde Plano con Ganchos - 13 Cuartos",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"13 Cuartos",1,0,,,,,,,,,,,,826940100,,,
variation,SS02259,,"Balde Plano con Ganchos - 9 Cuartos",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"9 Cuartos",1,0,,,,,,,,,,,,826940100,,,
variation,SS02256,,"Balde Plano con Ganchos - 6 Cuartos",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"6 Cuartos",1,0,,,,,,,,,,,,826940100,,,
variation,SS02254,,"Balde Plano con Ganchos - 4 Cuartos",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"4 Cuartos",1,0,,,,,,,,,,,,826940100,,,
variation,SS02252,,"Balde Plano con Ganchos - 2 Cuartos",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"2 Cuartos",1,0,,,,,,,,,,,,826940100,,,
variation,SS02251,,"Balde Plano con Ganchos - 1 Cuarto",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41250.00,,,,,,,SS0225,,,,,,,,Tamaño,"1 Cuarto",1,0,,,,,,,,,,,,826940100,,,
variable,SC09,,"Banderas de Rastreo",1,0,visible,,"<details><summary>Descripción</summary><section><p>La bandera fluorescente tiene una estaca de alambre para que sea fácil de ver en la hierba alta. Úsela al colocar pistas para que el adiestrador sepa exactamente dónde se coloca la pista.<br></p></section></details><details><summary>Garantía  </summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,Detección,,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4686716642.jpg,,,,,,,,,,"Swanson Tool",Cantidad,"Paquete 50 unidades, Paquete 100 Unidades",1,0,,,,,,,,,,,,715442569,https://www.specialk9.com/Banderas-de-Rastreo-p715442569,"Banderas de Rastreo","Descripción La bandera fluorescente tiene una estaca de alambre para que sea fácil de ver en la hierba alta. Úsela al colocar pistas para que el adiestrador sepa exactamente dónde se coloca la pista. Garantía Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la…"
